Census,Election_Date,Month,Year,Ward,Polling_Place,Registered_Voters,11_AM_Turnout_Total,11_AM_Absentees_Processed,11_AM_Provisionals,11_AM_Turnout_Percentage,11_AM_Turnout_Projection,4_PM_Turnout_Total,4_PM_Absentees_Processed,4_PM_Provisionals,4_PM_Turnout_Percentage,4_PM_Turnout_Projection,8_PM_Turnout,8_PM_Provisionals,Final_Turnout_Percentage,OBJECTID
2010,2/16/2016,February,2016,27,Madison College,17,0,,0,0,0,0,,0,0,0,0,0,0,2779
2010,2/16/2016,February,2016,28,Madison College,1333,57,,0,0.040000,0.170000,151,,0,0.110000,0.230000,329,2,0.250000,2780
2010,2/16/2016,February,2016,29,East High,2794,166,,0,0.060000,0.240000,378,,0,0.140000,0.270000,854,1,0.310000,2781
2010,2/16/2016,February,2016,30,Sherman,1096,65,,0,0.060000,0.240000,131,,0,0.120000,0.240000,272,0,0.250000,2782
2010,2/16/2016,February,2016,31,St Paul,1225,80,,0,0.070000,0.260000,178,,0,0.150000,0.290000,336,0,0.270000,2783
2010,2/16/2016,February,2016,32,Packers Townhomes,778,48,,0,0.060000,0.250000,107,,0,0.140000,0.280000,189,0,0.240000,2784
2010,2/16/2016,February,2016,33,Warner Park,977,36,,0,0.040000,0.150000,92,,0,0.090000,0.190000,139,0,0.140000,2785
2010,2/16/2016,February,2016,34,Warner Park,992,74,,0,0.070000,0.300000,148,,0,0.150000,0.300000,257,0,0.260000,2786
2010,2/16/2016,February,2016,35,Mendota,1292,52,,0,0.040000,0.160000,123,,0,0.100000,0.190000,226,0,0.170000,2787
2010,2/16/2016,February,2016,36,Mendota,1285,115,,0,0.090000,0.360000,236,,0,0.180000,0.370000,367,0,0.290000,2788
2010,2/16/2016,February,2016,37,Lindbergh,1565,99,,0,0.060000,0.250000,211,,0,0.130000,0.270000,397,0,0.250000,2789
2010,2/16/2016,February,2016,38,Blackhawk School,2692,241,,0,0.090000,0.360000,619,,0,0.230000,0.460000,827,0,0.310000,2790
2010,2/16/2016,February,2016,112,Blackhawk School,0,0,,0,0,0,0,,0,0,0,0,0,0,2791
2010,2/16/2016,February,2016,118,Blackhawk School,0,0,,0,0,0,0,,0,0,0,0,0,0,2792
2010,2/16/2016,February,2016,39,Hawthorne,1580,84,,0,0.050000,0.210000,259,,0,0.160000,0.330000,525,2,0.330000,2793
2010,2/16/2016,February,2016,40,Olbrich,2552,243,,0,0.100000,0.380000,527,,0,0.210000,0.410000,1043,0,0.410000,2794
2010,2/16/2016,February,2016,41,O'Keeffe,2735,254,,0,0.090000,0.370000,505,,0,0.180000,0.370000,977,0,0.360000,2795
2010,2/16/2016,February,2016,42,Wil-Mar,3170,149,,0,0.050000,0.190000,419,,0,0.130000,0.260000,856,1,0.270000,2796
2010,2/16/2016,February,2016,43,Madison Municipal Building,485,13,,0,0.030000,0.110000,39,,0,0.080000,0.160000,99,0,0.200000,2797
2010,2/16/2016,February,2016,52,Madison Municipal Building,753,38,,0,0.050000,0.200000,92,,0,0.120000,0.240000,158,0,0.210000,2798
2010,2/16/2016,February,2016,44,Tenney Park,2010,165,,0,0.080000,0.330000,315,,0,0.160000,0.310000,548,0,0.270000,2799
2010,2/16/2016,February,2016,45,Lapham,3423,178,,0,0.050000,0.210000,352,,0,0.100000,0.210000,763,0,0.220000,2800
2010,2/16/2016,February,2016,46,Gates of Heaven,3096,73,,0,0.020000,0.090000,151,,2,0.050000,0.100000,381,2,0.120000,2801
2010,2/16/2016,February,2016,47,Lowell Center,2322,33,,0,0.010000,0.060000,93,,0,0.040000,0.080000,159,0,0,2802
2010,2/16/2016,February,2016,48,Lowell Center,1206,6,,0,0,0.020000,27,,0,0.020000,0.040000,60,0,0.050000,2803
2010,2/16/2016,February,2016,49,Hub Madison,2804,15,,0,0.010000,0.020000,59,,0,0.020000,0.040000,142,3,0.050000,2804
2010,2/16/2016,February,2016,50,Doyle Administration,2624,15,,1,0.010000,0.020000,63,,1,0.020000,0.050000,154,3,0.060000,2805
2010,2/16/2016,February,2016,51,Central Library,1546,78,,0,0.050000,0.200000,226,,0,0.150000,0.290000,340,0,0.220000,2806
2010,2/16/2016,February,2016,53,Capitol Lakes Retirement,3266,155,,0,0.050000,0.190000,427,,0,0.130000,0.260000,662,0,0.200000,2807
2010,2/16/2016,February,2016,54,Ogg Hall,979,2,,0,0,0.010000,30,,0,0.030000,0.060000,81,0,0.080000,2808
2010,2/16/2016,February,2016,55,Porchlight,3733,21,,0,0.010000,0.020000,73,,1,0.020000,0.040000,138,2,0.040000,2809
2010,2/16/2016,February,2016,56,Gordon Dining,2739,11,,0,0,0.020000,55,,0,0.020000,0.040000,123,0,0.040000,2810
2010,2/16/2016,February,2016,57,UW Memorial Library,1285,1,,0,0,0,22,,0,0.020000,0.030000,43,0,0.030000,2811
2010,2/16/2016,February,2016,58,Red Gym,1364,6,,0,0,0.020000,35,,0,0.030000,0.050000,80,0,0.060000,2812
2010,2/16/2016,February,2016,59,Holt Center,1681,12,,0,0.010000,0.030000,84,,0,0.050000,0.100000,157,1,0.090000,2813
2010,2/16/2016,February,2016,60,Eagle Heights,772,22,,0,0.030000,0.110000,48,,0,0.060000,0.120000,116,0,0.150000,2814
2010,2/16/2016,February,2016,61,First Congregational,2777,98,,0,0.040000,0.140000,246,,0,0.090000,0.180000,391,0,0.140000,2815
2010,2/16/2016,February,2016,62,Blessed Sacrament,898,135,,0,0.150000,0.600000,240,,0,0.270000,0.530000,409,0,0.460000,2816
2010,2/16/2016,February,2016,63,West High,2107,99,,0,0.050000,0.190000,238,,0,0.110000,0.230000,418,0,0.200000,2817
2010,2/16/2016,February,2016,64,Hoyt,1642,135,,0,0.080000,0.330000,256,,0,0.160000,0.310000,463,1,0.280000,2818
2010,2/16/2016,February,2016,82,Hoyt,1455,125,,0,0.090000,0.340000,255,,0,0.180000,0.350000,490,0,0.340000,2819
2010,2/16/2016,February,2016,65,Glenwood Moravian,2820,227,,0,0.080000,0.320000,535,,1,0.190000,0.380000,990,0,0.350000,2820
2010,2/16/2016,February,2016,66,St James,2931,127,,0,0.040000,0.170000,275,,1,0.090000,0.190000,537,1,0.180000,2821
2010,2/16/2016,February,2016,67,Brittingham,1221,40,,0,0.030000,0.130000,108,,0,0.090000,0.180000,173,0,0.140000,2822
2010,2/16/2016,February,2016,68,Trinity UMC,1284,60,,1,0.050000,0.190000,136,,1,0.110000,0.210000,277,1,0.220000,2823
2010,2/16/2016,February,2016,69,Bjarne Romnes,2049,122,,0,0.060000,0.240000,295,,0,0.140000,0.290000,600,,0.290000,2824
2010,2/16/2016,February,2016,70,Bridge-Lake Point-Waunona,1340,71,,0,0.050000,0.210000,145,,0,0.110000,0.220000,246,0,0.180000,2825
2010,2/16/2016,February,2016,113,Bridge-Lake Point-Waunona,0,0,,0,0,0,0,,0,0,0,0,0,0,2826
2010,2/16/2016,February,2016,71,Resiliance Research Center,1658,67,,0,0.040000,0.160000,151,,0,0.090000,0.180000,277,0,0.170000,2827
2010,2/16/2016,February,2016,72,Boys & Girls Club,664,35,,0,0.050000,0.210000,77,,0,0.120000,0.230000,143,0,0.220000,2828
2010,2/16/2016,February,2016,73,Village on Park,855,33,,0,0.040000,0.150000,76,,0,0.090000,0.180000,112,0,0.130000,2829
2010,2/16/2016,February,2016,74,Leopold,600,29,,0,0.050000,0.190000,195,,0,0.330000,0.650000,72,0,0.120000,2830
2010,2/16/2016,February,2016,75,Leopold,1270,88,,0,0.070000,0.280000,46,,0,0.040000,0.070000,315,1,0.250000,2831
2010,2/16/2016,February,2016,76,Revival Ridge,893,41,,0,0.050000,0.180000,78,,0,0.090000,0.170000,148,0,0.170000,2832
2010,2/16/2016,February,2016,77,Toki,1888,133,,0,0.070000,0.280000,444,,0,0.240000,0.470000,565,0,0.300000,2833
2010,2/16/2016,February,2016,78,Thoreau,2589,176,,1,0.070000,0.270000,469,,1,0.180000,0.360000,841,2,0.320000,2834
2010,2/16/2016,February,2016,79,Sequoya Library,2835,255,,0,0.090000,0.360000,664,,0,0.230000,0.470000,1068,0,0.380000,2835
2010,2/16/2016,February,2016,80,Midvale,201,32,,0,0.160000,0.640000,53,,0,0.260000,0.530000,130,0,0.650000,2836
2010,2/16/2016,February,2016,81,Midvale,1719,190,,0,0.110000,0.440000,338,,2,0.200000,0.390000,582,2,0.340000,2837
2010,2/16/2016,February,2016,83,Covenant Presbyterian,1585,125,,0,0.080000,0.320000,324,,0,0.200000,0.410000,564,0,0.360000,2838
2010,2/16/2016,February,2016,84,Hill Farms,1952,139,,0,0.070000,0.280000,297,,0,0.150000,0.300000,487,0,0.250000,2839
2010,2/16/2016,February,2016,85,Stephens,1698,188,,0,0.110000,0.440000,400,,0,0.240000,0.470000,651,0,0.380000,2840
2010,2/16/2016,February,2016,86,Spring Harbor,2141,183,,0,0.090000,0.340000,370,,0,0.170000,0.350000,634,1,0.300000,2841
2010,2/16/2016,February,2016,87,Crestwood,2179,150,,0,0.070000,0.280000,428,,0,0.200000,0.390000,685,0,0.310000,2842
2010,2/16/2016,February,2016,88,Alicia Ashman,2081,220,,0,0.110000,0.420000,395,,0,0.190000,0.380000,609,0,0.290000,2843
2010,2/16/2016,February,2016,89,Oakwood Village University Woods,2167,183,,0,0.080000,0.340000,513,,0,0.240000,0.470000,763,0,0.350000,2844
2010,2/16/2016,February,2016,90,Madison Ice Arena,840,36,,0,0.040000,0.170000,128,,0,0.150000,0.300000,157,0,0.190000,2845
2010,2/16/2016,February,2016,104,Madison Ice Arena,1972,51,,0,0.030000,0.100000,135,,0,0.070000,0.140000,242,0,0.120000,2846
2010,2/16/2016,February,2016,117,Madison Ice Arena,0,0,,0,0,0,0,,0,0,0,0,0,0,2847
2010,2/16/2016,February,2016,91,Falk,1537,86,,0,0.060000,0.220000,262,,0,0.170000,0.340000,429,0,0.280000,2848
2010,2/16/2016,February,2016,92,Meadowridge,1294,67,,0,0.050000,0.210000,211,,0,0.160000,0.330000,325,0,0.250000,2849
2010,2/16/2016,February,2016,95,Meadowridge,1897,109,,0,0.060000,0.230000,326,,0,0.170000,0.340000,507,0,0.270000,2850
2010,2/16/2016,February,2016,93,Good Shepherd,327,10,,0,0.030000,0.120000,23,,0,0.070000,0.140000,54,0,0.170000,2851
2010,2/16/2016,February,2016,94,Good Shepherd,885,62,,0,0.070000,0.280000,148,,0,0.170000,0.330000,253,0,0.290000,2852
2010,2/16/2016,February,2016,96,Heritage,1587,61,,0,0.040000,0.150000,162,,0,0.100000,0.200000,307,0,0.190000,2853
2010,2/16/2016,February,2016,97,St Mary's,2286,79,,0,0.030000,0.140000,149,,0,0.070000,0.130000,340,0,0.150000,2854
2010,2/16/2016,February,2016,98,Chavez,2702,109,,0,0.040000,0.160000,226,,0,0.080000,0.170000,431,0,0.160000,2855
2010,2/16/2016,February,2016,99,Meriter - McKee,925,29,,0,0.030000,0.130000,63,,0,0.070000,0.140000,156,0,0.170000,2856
2010,2/16/2016,February,2016,100,Meriter - McKee,1966,77,,0,0.040000,0.160000,194,,0,0.100000,0.200000,328,0,0.170000,2857
2010,2/16/2016,February,2016,101,West Police,584,20,,0,0.030000,0.140000,49,,0,0.080000,0.170000,87,0,0.150000,2858
2010,2/16/2016,February,2016,102,West Police,1268,5,,0,0,0.020000,116,,0,0.090000,0.180000,169,0,0.130000,2859
2010,2/16/2016,February,2016,119,West Police,0,0,,0,0,0,0,,0,0,0,0,0,0,2860
2010,2/16/2016,February,2016,121,West Police,0,0,,0,0,0,0,,0,0,0,0,0,0,2861
2010,2/16/2016,February,2016,103,Fire Station #7,496,11,,0,0.020000,0.090000,33,,0,0.070000,0.130000,64,0,0.130000,2862
2010,2/16/2016,February,2016,114,Fire Station #8,0,0,,0,0,0,0,,0,0,0,0,0,0,2863
2010,2/16/2016,February,2016,115,Fire Station #9,0,0,,0,0,0,0,,0,0,0,0,0,0,2864
2010,2/16/2016,February,2016,116,Fire Station #10,0,0,,0,0,0,0,,0,0,0,0,0,0,2865
2010,2/16/2016,February,2016,105,Coventry Village,2130,111,,0,0.050000,0.210000,156,,0,0.070000,0.150000,301,0,0.140000,2866
2010,2/16/2016,February,2016,107,Coventry Village,979,70,,0,0.070000,0.290000,226,,0,0.230000,0.460000,299,0,0.310000,2867
2010,2/16/2016,February,2016,106,Blackhawk Church,2169,60,,0,0.030000,0.110000,161,,0,0.070000,0.150000,275,0,0.130000,2868
2010,2/16/2016,February,2016,125,Blackhawk Church,0,0,,0,0,0,0,,0,0,0,0,0,0,2869
2010,2/16/2016,February,2016,108,Lussier,1853,112,,0,0.060000,0.240000,246,,0,0.130000,0.270000,391,1,0.210000,2870
2010,2/16/2016,February,2016,109,High Point Church,1927,138,,0,0.070000,0.290000,315,,0,0.160000,0.330000,482,0,0.250000,2871
2010,2/16/2016,February,2016,110,Attic Angel Assoc,1262,172,,0,0.140000,0.550000,289,,0,0.230000,0.460000,367,0,0.290000,2872
2010,2/16/2016,February,2016,120,Attic Angel Assoc,0,0,,0,0,0,0,,0,0,0,0,0,0,2873
2010,2/16/2016,February,2016,111,The Jefferson,2229,99,,0,0.040000,0.180000,224,,0,0.100000,0.200000,365,0,0.160000,2874
2010,2/16/2016,February,2016,122,The Jefferson,0,0,,0,0,0,0,,0,0,0,0,0,0,2875
2010,2/16/2016,February,2016,124,The Jefferson,5,0,,0,0,0,0,,0,0,0,0,0,0,2876
2010,4/5/2016,April,2016,1,Glendale,1543,259,,0,0.170000,0.670000,601,,0,0.390000,0.780000,937,0,0.610000,2877
2010,4/5/2016,April,2016,2,Glendale,1127,231,,0,0.200000,0.820000,500,,1,0.440000,0.890000,774,0,0.690000,2878
2010,4/5/2016,April,2016,123,Glendale,0,0,,0,0,0,0,,0,0,0,0,0,0,2879
2010,4/5/2016,April,2016,3,City Church,868,194,,0,0.220000,0.890000,430,,0,0.500000,0.990000,632,0,0.730000,2880
2010,4/5/2016,April,2016,4,City Church,626,158,,0,0.250000,1.010000,317,,0,0.510000,1.010000,465,0,0.740000,2881
2010,4/5/2016,April,2016,7,City Church,1135,284,,0,0.250000,1,588,,0,0.520000,1.040000,785,0,0.690000,2882
2010,4/5/2016,April,2016,5,Elvehjem,1035,212,,0,0.200000,0.820000,479,,0,0.460000,0.930000,739,0,0.710000,2883
2010,4/5/2016,April,2016,6,Elvehjem,1896,395,,0,0.210000,0.830000,833,,0,0.440000,0.880000,1329,0,0.700000,2884
2010,4/5/2016,April,2016,8,Door Creek Church,1832,423,,0,0.230000,0.920000,829,,0,0.450000,0.910000,1241,0,0.680000,2885
2010,4/5/2016,April,2016,129,Door Creek Church,4,0,,0,0,0,0,,0,0,0,1,0,0.250000,2886
2010,4/5/2016,April,2016,131,Door Creek Church,6,0,,0,0,0,0,,0,0,0,3,0,0.500000,2887
2010,4/5/2016,April,2016,134,Door Creek Church,24,0,,0,0,0,0,,0,0,0,3,0,0.130000,2888
2010,4/5/2016,April,2016,9,East Police District,2047,474,,0,0.230000,0.930000,974,,0,0.480000,0.950000,1445,0,0.710000,2889
2010,4/5/2016,April,2016,128,East Police District,3,0,,0,0,0,0,,0,0,0,3,0,1,2890
2010,4/5/2016,April,2016,130,East Police District,0,0,,0,0,0,0,,0,0,0,0,0,#DIV/0!,2891
2010,4/5/2016,April,2016,132,East Police District,3,0,,0,0,0,0,,0,0,0,0,0,0,2892
2010,4/5/2016,April,2016,133,East Police District,2,0,,0,0,0,0,,0,0,0,0,0,0,2893
2010,4/5/2016,April,2016,10,Kennedy,1587,435,,0,0.270000,1.100000,795,,2,0.500000,1,1182,0,0.740000,2894
2010,4/5/2016,April,2016,11,American Family,873,161,,0,0.180000,0.740000,323,,0,0.370000,0.740000,513,0,0.590000,2895
2010,4/5/2016,April,2016,17,American Family,920,137,,0,0.150000,0.600000,329,,0,0.360000,0.720000,540,0,0.590000,2896
2010,4/5/2016,April,2016,12,New Beginnings,1932,499,,0,0.260000,1.030000,0,,0,0,0,1382,0,0.720000,2897
2010,4/5/2016,April,2016,13,LaFollette,591,137,,0,0.230000,0.930000,285,,0,0.480000,0.960000,404,0,0.680000,2898
2010,4/5/2016,April,2016,14,LaFollette,510,134,,0,0.260000,1.050000,265,,0,0.520000,1.040000,380,0,0.750000,2899
2010,4/5/2016,April,2016,15,LaFollette,1133,303,,0,0.270000,1.070000,575,,0,0.510000,1.020000,799,0,0.710000,2900
2010,4/5/2016,April,2016,16,Whitehorse,2466,762,,0,0.310000,1.240000,1220,,0,0.490000,0.990000,1863,0,0.760000,2901
2010,4/5/2016,April,2016,18,Hy-Vee,1006,192,,0,0.190000,0.760000,362,,0,0.360000,0.720000,567,0,0.560000,2902
2010,4/5/2016,April,2016,21,Hy-Vee,1033,212,,0,0.210000,0.820000,416,,0,0.400000,0.810000,657,0,0.640000,2903
2010,4/5/2016,April,2016,19,E. Madison Community Cntr,863,157,,0,0.180000,0.730000,371,,0,0.430000,0.860000,517,0,0.600000,2904
2010,4/5/2016,April,2016,20,E. Madison Community Cntr,202,45,,0,0.220000,0.890000,96,,0,0.480000,0.950000,131,0,0.650000,2905
2010,4/5/2016,April,2016,22,Streets East,1511,325,,0,0.220000,0.860000,561,,0,0.370000,0.740000,963,0,0.640000,2906
2010,4/5/2016,April,2016,23,Fire Station #11,711,117,,0,0.160000,0.660000,257,,0,0.360000,0.720000,422,0,0.590000,2907
2010,4/5/2016,April,2016,24,Oakwood Village Prairie Ridge,742,199,,0,0.270000,1.070000,465,,1,0.630000,1.250000,554,0,0.750000,2908
2010,4/5/2016,April,2016,25,Eastside Lutheran,2158,464,,0,0.220000,0.860000,957,,0,0.440000,0.890000,1365,0,0.630000,2909
2010,4/5/2016,April,2016,26,Eastside Lutheran,1223,277,,0,0.230000,0.910000,526,,0,0.430000,0.860000,819,0,0.670000,2910
2010,4/5/2016,April,2016,126,Eastside Lutheran,0,0,,0,0,0,0,,0,0,0,0,0,0,2911
2010,4/5/2016,April,2016,27,Madison College,16,4,,0,0.250000,1,7,,0,0.440000,0.880000,11,0,0.690000,2912
2010,4/5/2016,April,2016,28,Madison College,1342,262,,0,0.200000,0.780000,625,,0,0.470000,0.930000,877,0,0.650000,2913
2010,4/5/2016,April,2016,29,East High,2827,621,,0,0.220000,0.880000,1292,,0,0.460000,0.910000,2000,0,0.710000,2914
2010,4/5/2016,April,2016,30,Sherman,1118,220,,1,0.200000,0.790000,475,,0,0.420000,0.850000,714,0,0.640000,2915
2010,4/5/2016,April,2016,31,St Paul,1234,272,,1,0.220000,0.880000,558,,3,0.450000,0.900000,863,0,0.700000,2916
2010,4/5/2016,April,2016,32,Packers Townhomes,771,166,,0,0.220000,0.860000,350,,0,0.450000,0.910000,511,0,0.660000,2917
2010,4/5/2016,April,2016,33,Warner Park,987,163,,0,0.170000,0.660000,366,,0,0.370000,0.740000,536,0,0.540000,2918
2010,4/5/2016,April,2016,34,Warner Park,995,225,,0,0.230000,0.900000,451,,0,0.450000,0.910000,689,0,0.690000,2919
2010,4/5/2016,April,2016,35,Mendota,1302,227,,0,0.170000,0.700000,477,,0,0.370000,0.730000,752,0,0.580000,2920
2010,4/5/2016,April,2016,36,Mendota,1298,285,,0,0.220000,0.880000,628,,1,0.480000,0.970000,871,0,0.670000,2921
2010,4/5/2016,April,2016,37,Lindbergh,1562,411,,2,0.260000,1.050000,775,,2,0.500000,0.990000,1157,0,0.740000,2922
2010,4/5/2016,April,2016,38,Blackhawk School,2724,694,,0,0.250000,1.020000,0,,0,0,0,2010,0,0.740000,2923
2010,4/5/2016,April,2016,112,Blackhawk School,0,0,,0,0,0,0,,0,0,0,0,0,0,2924
2010,4/5/2016,April,2016,118,Blackhawk School,0,0,,0,0,0,0,,0,0,0,0,0,0,2925
2010,4/5/2016,April,2016,39,Hawthorne,1732,467,,0,0.270000,1.080000,596,,0,0.340000,0.690000,1186,0,0.680000,2926
2010,4/5/2016,April,2016,40,Olbrich,2585,701,,1,0.270000,1.080000,1457,,1,0.560000,1.130000,2057,0,0.800000,2927
2010,4/5/2016,April,2016,41,O'Keeffe,2801,755,,0,0.270000,1.080000,1582,,0,0.560000,1.130000,2090,0,0.750000,2928
2010,4/5/2016,April,2016,42,Wil-Mar,3211,677,,2,0.210000,0.840000,1200,,1,0.370000,0.750000,2034,0,0.630000,2929
2010,4/5/2016,April,2016,43,Madison Municipal Building,505,116,,1,0.230000,0.920000,232,,1,0.460000,0.920000,316,0,0.630000,2930
2010,4/5/2016,April,2016,52,Madison Municipal Building,778,237,,0,0.300000,1.220000,348,,0,0.450000,0.890000,464,0,0.600000,2931
2010,4/5/2016,April,2016,44,Tenney Park,2014,460,,0,0.230000,0.910000,1010,,0,0.500000,1,1349,0,0.670000,2932
2010,4/5/2016,April,2016,45,Lapham,3519,695,,0,0.200000,0.790000,1388,,3,0.390000,0.790000,2175,0,0.620000,2933
2010,4/5/2016,April,2016,46,Gates of Heaven,3218,543,,1,0.170000,0.670000,962,,3,0.300000,0.600000,1681,0,0.520000,2934
2010,4/5/2016,April,2016,47,Lowell Center,2408,371,,0,0.150000,0.620000,823,,0,0.340000,0.680000,1207,0,0,2935
2010,4/5/2016,April,2016,48,Lowell Center,1272,182,,0,0.140000,0.570000,144,,1,0.110000,0.230000,569,0,0.450000,2936
2010,4/5/2016,April,2016,49,Hub Madison,2847,402,,0,0.140000,0.560000,1622,,0,0.570000,1.140000,1807,0,0.630000,2937
2010,4/5/2016,April,2016,50,Doyle Administration,2820,568,,0,0.200000,0.810000,954,,0,0.340000,0.680000,1528,0,0.540000,2938
2010,4/5/2016,April,2016,51,Central Library,1634,335,,0,0.210000,0.820000,0,,0,0,0,1035,0,0.630000,2939
2010,4/5/2016,April,2016,53,Capitol Lakes Retirement,3473,643,,0,0.190000,0.740000,1326,,0,0.380000,0.760000,2209,0,0.640000,2940
2010,4/5/2016,April,2016,54,Ogg Hall,1084,181,,0,0.170000,0.670000,452,,0,0.420000,0.830000,630,0,0.580000,2941
2010,4/5/2016,April,2016,55,Porchlight,3903,578,,1,0.150000,0.590000,1622,,2,0.420000,0.830000,2491,0,0.640000,2942
2010,4/5/2016,April,2016,56,Gordon Dining,2937,320,,0,0.110000,0.440000,1108,,0,0.380000,0.750000,1634,0,0.560000,2943
2010,4/5/2016,April,2016,57,UW Memorial Library,1309,114,,1,0.090000,0.350000,496,,1,0.380000,0.760000,625,0,0.480000,2944
2010,4/5/2016,April,2016,58,Red Gym,1119,172,,0,0.150000,0.610000,475,,0,0.420000,0.850000,855,0,0.760000,2945
2010,4/5/2016,April,2016,59,Holt Center,1904,273,,0,0.140000,0.570000,696,,0,0.370000,0.730000,1077,0,0.570000,2946
2010,4/5/2016,April,2016,60,Eagle Heights,797,134,,0,0.170000,0.670000,218,,1,0.270000,0.550000,392,0,0.490000,2947
2010,4/5/2016,April,2016,61,First Congregational,2819,562,,0,0.200000,0.800000,1160,,0,0.410000,0.820000,1743,0,0.620000,2948
2010,4/5/2016,April,2016,62,Blessed Sacrament,908,303,,0,0.330000,1.330000,803,,0,0.880000,1.770000,708,0,0.780000,2949
2010,4/5/2016,April,2016,63,West High,2144,444,,3,0.210000,0.830000,844,,4,0.390000,0.790000,1350,0,0.630000,2950
2010,4/5/2016,April,2016,64,Hoyt,1642,533,,0,0.320000,1.300000,819,,1,0.500000,1,1182,0,0.720000,2951
2010,4/5/2016,April,2016,82,Hoyt,1488,498,,0,0.330000,1.340000,793,,0,0.530000,1.070000,1096,0,0.740000,2952
2010,4/5/2016,April,2016,65,Glenwood Moravian,2615,805,,0,0.310000,1.230000,350,,0,0.130000,0.270000,2143,0,0.820000,2953
2010,4/5/2016,April,2016,66,St James,3008,554,,1,0.180000,0.740000,1330,,1,0.440000,0.880000,1955,0,0.650000,2954
2010,4/5/2016,April,2016,67,Brittingham,1284,232,,0,0.180000,0.720000,479,,2,0.370000,0.750000,791,0,0.620000,2955
2010,4/5/2016,April,2016,68,Trinity UMC,1300,290,,1,0.220000,0.890000,578,,0,0.440000,0.890000,801,0,0.620000,2956
2010,4/5/2016,April,2016,69,Bjarne Romnes,2089,495,,3,0.240000,0.950000,1483,,2,0.710000,1.420000,1479,0,0.710000,2957
2010,4/5/2016,April,2016,70,Bridge-Lake Point-Waunona,1342,291,,0,0.220000,0.870000,585,,0,0.440000,0.870000,830,0,0.620000,2958
2010,4/5/2016,April,2016,113,Bridge-Lake Point-Waunona,0,0,,0,0,0,0,,0,0,0,0,0,0,2959
2010,4/5/2016,April,2016,71,Resiliance Research Center,1680,262,,0,0.160000,0.620000,596,,0,0.350000,0.710000,1051,0,0.630000,2960
2010,4/5/2016,April,2016,72,Boys & Girls Club,642,115,,1,0.180000,0.720000,293,,1,0.460000,0.910000,421,0,0.660000,2961
2010,4/5/2016,April,2016,73,Village on Park,873,134,,0,0.150000,0.610000,267,,0,0.310000,0.610000,450,0,0.520000,2962
2010,4/5/2016,April,2016,74,Leopold,599,95,,0,0.160000,0.630000,230,,0,0.380000,0.770000,349,0,0.580000,2963
2010,4/5/2016,April,2016,75,Leopold,1282,295,,0,0.230000,0.920000,655,,0,0.510000,1.020000,856,0,0.670000,2964
2010,4/5/2016,April,2016,76,Revival Ridge,892,127,,0,0.140000,0.570000,280,,0,0.310000,0.630000,488,0,0.550000,2965
2010,4/5/2016,April,2016,77,Toki,1920,535,,0,0.280000,1.110000,970,,0,0.510000,1.010000,1399,0,0.730000,2966
2010,4/5/2016,April,2016,78,Thoreau,2620,723,,1,0.280000,1.100000,1371,,2,0.520000,1.050000,1949,0,0.740000,2967
2010,4/5/2016,April,2016,79,Sequoya Library,2882,744,,0,0.260000,1.030000,1534,,1,0.530000,1.060000,2165,0,0.750000,2968
2010,4/5/2016,April,2016,80,Midvale,201,71,,0,0.350000,1.410000,101,,0,0.500000,1,151,0,0.750000,2969
2010,4/5/2016,April,2016,81,Midvale,1740,561,,0,0.320000,1.290000,905,,0,0.520000,1.040000,1360,0,0.780000,2970
2010,4/5/2016,April,2016,83,Covenant Presbyterian,1599,474,,0,0.300000,1.190000,917,,0,0.570000,1.150000,1240,0,0.780000,2971
2010,4/5/2016,April,2016,84,Hill Farms,2014,482,,0,0.240000,0.960000,888,,0,0.440000,0.880000,1295,0,0.640000,2972
2010,4/5/2016,April,2016,85,Stephens,1717,474,,0,0.280000,1.100000,1035,,0,0.600000,1.210000,1371,0,0.800000,2973
2010,4/5/2016,April,2016,86,Spring Harbor,2177,580,,1,0.270000,1.070000,1100,,2,0.510000,1.010000,1557,0,0.720000,2974
2010,4/5/2016,April,2016,87,Crestwood,2216,372,,0,0.170000,0.670000,1223,,0,0.550000,1.100000,1636,0,0.740000,2975
2010,4/5/2016,April,2016,88,Alicia Ashman,2096,691,,0,0.330000,1.320000,1107,,0,0.530000,1.060000,1513,0,0.720000,2976
2010,4/5/2016,April,2016,89,Oakwood Village University Woods,2206,553,,2,0.250000,1,1100,,2,0.500000,1,1531,0,0.690000,2977
2010,4/5/2016,April,2016,90,Madison Ice Arena,846,187,,0,0.220000,0.880000,385,,0,0.460000,0.910000,407,0,0.480000,2978
2010,4/5/2016,April,2016,104,Madison Ice Arena,1990,376,,0,0.190000,0.760000,747,,2,0.380000,0.750000,1281,0,0.640000,2979
